scenario_id,opinion_leaf,opinion_domain,opinion_leaf_label,attack_present,attack_leaf,baseline_score,post_score,delta_score,abs_delta_score,adversarial_effectivity,adversarial_direction,profile_id,exposure_intensity_hint,attack_realism_score,attack_coherence_score,attack_rewrite_required,attack_heuristic_pass,baseline_plausibility_score,baseline_consistency_score,baseline_rewrite_required,baseline_heuristic_pass,post_plausibility_score,post_consistency_score,post_rewrite_required,post_heuristic_pass,baseline_fallback_used,post_fallback_used,scenario_design,profile_panel_index,leaf_repeat_index_within_profile,profile_cont_age_years,profile_cont_big_five_agreeableness_altruism_pct,profile_cont_big_five_agreeableness_compliance_pct,profile_cont_big_five_agreeableness_modesty_pct,profile_cont_big_five_agreeableness_straightforwardness_pct,profile_cont_big_five_agreeableness_tender_mindedness_pct,profile_cont_big_five_agreeableness_trust_pct,profile_cont_big_five_agreeableness_mean_pct,profile_cont_big_five_conscientiousness_achievement_striving_pct,profile_cont_big_five_conscientiousness_competence_pct,profile_cont_big_five_conscientiousness_deliberation_pct,profile_cont_big_five_conscientiousness_dutifulness_pct,profile_cont_big_five_conscientiousness_order_pct,profile_cont_big_five_conscientiousness_self_discipline_pct,profile_cont_big_five_conscientiousness_mean_pct,profile_cont_big_five_extraversion_activity_level_pct,profile_cont_big_five_extraversion_assertiveness_pct,profile_cont_big_five_extraversion_excitement_seeking_pct,profile_cont_big_five_extraversion_gregariousness_pct,profile_cont_big_five_extraversion_positive_emotions_pct,profile_cont_big_five_extraversion_warmth_pct,profile_cont_big_five_extraversion_mean_pct,profile_cont_big_five_neuroticism_anger_hostility_pct,profile_cont_big_five_neuroticism_anxiety_pct,profile_cont_big_five_neuroticism_depression_pct,profile_cont_big_five_neuroticism_impulsiveness_pct,profile_cont_big_five_neuroticism_self_consciousness_pct,profile_cont_big_five_neuroticism_stress_vulnerability_pct,profile_cont_big_five_neuroticism_mean_pct,profile_cont_big_five_openness_to_experience_actions_pct,profile_cont_big_five_openness_to_experience_aesthetics_pct,profile_cont_big_five_openness_to_experience_fantasy_pct,profile_cont_big_five_openness_to_experience_feelings_pct,profile_cont_big_five_openness_to_experience_ideas_pct,profile_cont_big_five_openness_to_experience_values_pct,profile_cont_big_five_openness_to_experience_mean_pct,profile_cont_heuristic_shift_sensitivity_proxy,profile_cont_resilience_index,profile_cat__profile_cat_sex_Female,profile_cat__profile_cat_sex_Male,profile_cat__profile_cat_sex_Other,baseline_abs_score,baseline_extremity_norm,exposure_quality_score,exposure_quality_z,opinion_leaf_fe_issue_position_taxonomy___defense_and_national_security___civil_defense_preparedness_support,opinion_leaf_fe_issue_position_taxonomy___defense_and_national_security___domestic_security_powers_expansion_support,opinion_leaf_fe_issue_position_taxonomy___defense_and_national_security___strategic_autonomy_support,primary_moderator_value,primary_moderator_z
scenario_00027,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,269.0,52.0,52.0,-52.0,-1,profile_0039,0.62,0.7,0.8,False,False,0.0,0.0,True,True,0.7,0.6,False,True,False,False,profile_panel_repeated_attacked_leaves,7,3,54.0,91.401,59.064,65.146,85.811,87.466,88.082,79.495,8.371,0.0,0.0,0.0,1.421,4.04,2.305,30.305,19.427,31.917,45.211,18.602,22.403,27.977,44.453,42.738,47.225,43.389,57.018,59.517,49.057,28.797,27.039,28.987,31.96,22.091,35.635,29.085,0.6009,0.3991,1.0,0.0,0.0,217.0,0.217,0.7066666666666667,-0.2415608205330089,0.0,1.0,0.0,54.0,0.7570037949560334
scenario_00028,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,450.0,520.0,70.0,70.0,70.0,1,profile_0039,0.62,0.7,0.8,False,True,0.7,0.6,False,False,0.8,0.8,False,True,False,False,profile_panel_repeated_attacked_leaves,7,4,54.0,91.401,59.064,65.146,85.811,87.466,88.082,79.495,8.371,0.0,0.0,0.0,1.421,4.04,2.305,30.305,19.427,31.917,45.211,18.602,22.403,27.977,44.453,42.738,47.225,43.389,57.018,59.517,49.057,28.797,27.039,28.987,31.96,22.091,35.635,29.085,0.6009,0.3991,1.0,0.0,0.0,450.0,0.45,0.7066666666666667,-0.2415608205330089,0.0,0.0,1.0,54.0,0.7570037949560334
scenario_00029,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,450.0,510.0,60.0,60.0,-60.0,-1,profile_0048,0.62,0.8,0.9,False,True,0.7,0.6,False,False,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,8,1,53.0,53.565,50.385,67.965,46.972,48.428,55.905,53.87,40.937,39.933,50.911,43.845,45.58,35.591,42.8,79.306,66.545,60.002,72.799,70.53,76.55,70.955,62.685,51.168,52.023,50.489,54.622,42.567,52.259,7.33,0.0,12.672,8.098,3.003,6.269,6.229,0.5394,0.4606,0.0,1.0,0.0,450.0,0.45,0.7733333333333333,1.5494369220657689,0.0,0.0,0.0,53.0,0.6942859991850282
scenario_00030,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,472.0,504.0,32.0,32.0,-32.0,-1,profile_0048,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,8,2,53.0,53.565,50.385,67.965,46.972,48.428,55.905,53.87,40.937,39.933,50.911,43.845,45.58,35.591,42.8,79.306,66.545,60.002,72.799,70.53,76.55,70.955,62.685,51.168,52.023,50.489,54.622,42.567,52.259,7.33,0.0,12.672,8.098,3.003,6.269,6.229,0.5394,0.4606,0.0,1.0,0.0,472.0,0.472,0.7066666666666667,-0.2415608205330089,1.0,0.0,0.0,53.0,0.6942859991850282
scenario_00031,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,423.0,467.0,44.0,44.0,-44.0,-1,profile_0048,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,8,3,53.0,53.565,50.385,67.965,46.972,48.428,55.905,53.87,40.937,39.933,50.911,43.845,45.58,35.591,42.8,79.306,66.545,60.002,72.799,70.53,76.55,70.955,62.685,51.168,52.023,50.489,54.622,42.567,52.259,7.33,0.0,12.672,8.098,3.003,6.269,6.229,0.5394,0.4606,0.0,1.0,0.0,423.0,0.423,0.7066666666666667,-0.2415608205330089,0.0,1.0,0.0,53.0,0.6942859991850282
scenario_00032,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,378.0,412.0,34.0,34.0,34.0,1,profile_0048,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.8,False,True,False,False,profile_panel_repeated_attacked_leaves,8,4,53.0,53.565,50.385,67.965,46.972,48.428,55.905,53.87,40.937,39.933,50.911,43.845,45.58,35.591,42.8,79.306,66.545,60.002,72.799,70.53,76.55,70.955,62.685,51.168,52.023,50.489,54.622,42.567,52.259,7.33,0.0,12.672,8.098,3.003,6.269,6.229,0.5394,0.4606,0.0,1.0,0.0,378.0,0.378,0.7066666666666667,-0.2415608205330089,0.0,0.0,1.0,53.0,0.6942859991850282
scenario_00033,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,678.0,720.0,42.0,42.0,-42.0,-1,profile_0049,0.75,0.6,0.7,True,True,0.8,0.7,False,True,0.9,0.8,False,True,False,False,profile_panel_repeated_attacked_leaves,9,1,40.0,100.0,75.52,91.356,87.896,88.327,84.389,87.915,26.912,24.108,34.876,39.933,29.09,21.01,29.321,51.169,42.278,39.49,55.366,45.424,50.457,47.364,23.642,9.905,18.753,31.267,12.969,15.445,18.663,81.12,98.574,100.0,94.503,95.719,88.814,93.122,0.3676,0.6324,1.0,0.0,0.0,678.0,0.678,0.6833333333333332,-0.8684100304425839,0.0,0.0,0.0,40.0,-0.1210453458380401
scenario_00034,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,650.0,580.0,-70.0,70.0,70.0,-1,profile_0049,0.62,0.8,0.9,False,True,0.7,0.6,False,False,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,9,2,40.0,100.0,75.52,91.356,87.896,88.327,84.389,87.915,26.912,24.108,34.876,39.933,29.09,21.01,29.321,51.169,42.278,39.49,55.366,45.424,50.457,47.364,23.642,9.905,18.753,31.267,12.969,15.445,18.663,81.12,98.574,100.0,94.503,95.719,88.814,93.122,0.3676,0.6324,1.0,0.0,0.0,650.0,0.65,0.7733333333333333,1.5494369220657689,1.0,0.0,0.0,40.0,-0.1210453458380401
scenario_00035,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,42.0,68.0,26.0,26.0,-26.0,-1,profile_0049,0.62,0.7,0.8,False,True,0.7,0.6,True,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,9,3,40.0,100.0,75.52,91.356,87.896,88.327,84.389,87.915,26.912,24.108,34.876,39.933,29.09,21.01,29.321,51.169,42.278,39.49,55.366,45.424,50.457,47.364,23.642,9.905,18.753,31.267,12.969,15.445,18.663,81.12,98.574,100.0,94.503,95.719,88.814,93.122,0.3676,0.6324,1.0,0.0,0.0,42.0,0.042,0.7066666666666667,-0.2415608205330089,0.0,1.0,0.0,40.0,-0.1210453458380401
scenario_00036,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,450.0,520.0,70.0,70.0,70.0,1,profile_0049,0.72,0.7,0.8,False,True,0.7,0.6,False,False,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,9,4,40.0,100.0,75.52,91.356,87.896,88.327,84.389,87.915,26.912,24.108,34.876,39.933,29.09,21.01,29.321,51.169,42.278,39.49,55.366,45.424,50.457,47.364,23.642,9.905,18.753,31.267,12.969,15.445,18.663,81.12,98.574,100.0,94.503,95.719,88.814,93.122,0.3676,0.6324,1.0,0.0,0.0,450.0,0.45,0.7399999999999999,0.653938050766377,0.0,0.0,1.0,40.0,-0.1210453458380401
scenario_00037,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,350.0,420.0,70.0,70.0,-70.0,-1,profile_0067,0.62,0.7,0.8,False,True,0.7,0.6,False,False,0.0,0.0,True,True,False,False,profile_panel_repeated_attacked_leaves,10,1,21.0,56.5,43.063,42.561,64.184,63.157,56.589,54.342,29.216,21.231,23.728,18.917,23.336,28.381,24.135,51.459,50.187,52.077,53.825,48.673,51.471,51.282,40.819,37.673,27.928,27.359,28.111,48.065,34.992,25.177,25.481,15.138,18.884,31.454,23.627,23.294,0.5713,0.4287,0.0,1.0,0.0,350.0,0.35,0.7066666666666667,-0.2415608205330089,0.0,0.0,0.0,21.0,-1.31268346548714
scenario_00038,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,312.0,380.0,68.0,68.0,-68.0,-1,profile_0067,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,10,2,21.0,56.5,43.063,42.561,64.184,63.157,56.589,54.342,29.216,21.231,23.728,18.917,23.336,28.381,24.135,51.459,50.187,52.077,53.825,48.673,51.471,51.282,40.819,37.673,27.928,27.359,28.111,48.065,34.992,25.177,25.481,15.138,18.884,31.454,23.627,23.294,0.5713,0.4287,0.0,1.0,0.0,312.0,0.312,0.7066666666666667,-0.2415608205330089,1.0,0.0,0.0,21.0,-1.31268346548714
scenario_00039,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,187.0,212.0,25.0,25.0,-25.0,-1,profile_0067,0.62,0.8,0.7,False,False,0.7,0.8,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,10,3,21.0,56.5,43.063,42.561,64.184,63.157,56.589,54.342,29.216,21.231,23.728,18.917,23.336,28.381,24.135,51.459,50.187,52.077,53.825,48.673,51.471,51.282,40.819,37.673,27.928,27.359,28.111,48.065,34.992,25.177,25.481,15.138,18.884,31.454,23.627,23.294,0.5713,0.4287,0.0,1.0,0.0,187.0,0.187,0.7066666666666667,-0.2415608205330089,0.0,1.0,0.0,21.0,-1.31268346548714
scenario_00040,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,312.0,375.0,63.0,63.0,63.0,1,profile_0067,0.62,0.5,0.6,True,True,0.8,0.7,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,10,4,21.0,56.5,43.063,42.561,64.184,63.157,56.589,54.342,29.216,21.231,23.728,18.917,23.336,28.381,24.135,51.459,50.187,52.077,53.825,48.673,51.471,51.282,40.819,37.673,27.928,27.359,28.111,48.065,34.992,25.177,25.481,15.138,18.884,31.454,23.627,23.294,0.5713,0.4287,0.0,1.0,0.0,312.0,0.312,0.5733333333333334,-3.823556305730565,0.0,0.0,1.0,21.0,-1.31268346548714
scenario_00041,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,450.0,410.0,-40.0,40.0,40.0,-1,profile_0068,0.62,0.7,0.8,False,True,0.7,0.6,True,False,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,11,1,61.0,92.968,71.332,77.894,84.142,92.154,75.888,82.396,13.79,21.049,9.385,12.679,15.06,29.17,16.856,3.673,19.528,10.398,12.21,15.502,2.806,10.686,69.607,56.497,61.722,70.056,58.573,61.495,62.992,65.333,66.905,67.342,69.009,89.125,76.123,72.306,0.5665,0.4335,1.0,0.0,0.0,450.0,0.45,0.7066666666666667,-0.2415608205330089,0.0,0.0,0.0,61.0,1.19602836535307
scenario_00042,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,450.0,510.0,60.0,60.0,-60.0,-1,profile_0068,0.62,0.8,0.9,False,True,0.7,0.6,False,False,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,11,2,61.0,92.968,71.332,77.894,84.142,92.154,75.888,82.396,13.79,21.049,9.385,12.679,15.06,29.17,16.856,3.673,19.528,10.398,12.21,15.502,2.806,10.686,69.607,56.497,61.722,70.056,58.573,61.495,62.992,65.333,66.905,67.342,69.009,89.125,76.123,72.306,0.5665,0.4335,1.0,0.0,0.0,450.0,0.45,0.7733333333333333,1.5494369220657689,1.0,0.0,0.0,61.0,1.19602836535307
scenario_00043,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,215.0,280.0,65.0,65.0,-65.0,-1,profile_0068,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.3,0.4,True,True,False,False,profile_panel_repeated_attacked_leaves,11,3,61.0,92.968,71.332,77.894,84.142,92.154,75.888,82.396,13.79,21.049,9.385,12.679,15.06,29.17,16.856,3.673,19.528,10.398,12.21,15.502,2.806,10.686,69.607,56.497,61.722,70.056,58.573,61.495,62.992,65.333,66.905,67.342,69.009,89.125,76.123,72.306,0.5665,0.4335,1.0,0.0,0.0,215.0,0.215,0.7066666666666667,-0.2415608205330089,0.0,1.0,0.0,61.0,1.19602836535307
scenario_00044,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,487.0,520.0,33.0,33.0,33.0,1,profile_0068,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,11,4,61.0,92.968,71.332,77.894,84.142,92.154,75.888,82.396,13.79,21.049,9.385,12.679,15.06,29.17,16.856,3.673,19.528,10.398,12.21,15.502,2.806,10.686,69.607,56.497,61.722,70.056,58.573,61.495,62.992,65.333,66.905,67.342,69.009,89.125,76.123,72.306,0.5665,0.4335,1.0,0.0,0.0,487.0,0.487,0.7066666666666667,-0.2415608205330089,0.0,0.0,1.0,61.0,1.19602836535307
scenario_00045,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,472.0,520.0,48.0,48.0,-48.0,-1,profile_0070,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,12,1,28.0,74.782,88.273,100.0,71.612,82.106,81.874,83.108,47.417,53.225,49.238,38.446,40.411,49.096,46.305,51.205,58.28,52.24,81.155,45.14,58.476,57.749,75.853,90.811,83.565,56.133,78.842,71.636,76.14,84.667,88.709,80.709,72.376,93.398,68.634,81.415,0.6255,0.3745,1.0,0.0,0.0,472.0,0.472,0.7066666666666667,-0.2415608205330089,0.0,0.0,0.0,28.0,-0.8736588950901031
scenario_00046,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,450.0,510.0,60.0,60.0,-60.0,-1,profile_0070,0.62,0.7,0.8,False,True,0.7,0.6,False,False,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,12,2,28.0,74.782,88.273,100.0,71.612,82.106,81.874,83.108,47.417,53.225,49.238,38.446,40.411,49.096,46.305,51.205,58.28,52.24,81.155,45.14,58.476,57.749,75.853,90.811,83.565,56.133,78.842,71.636,76.14,84.667,88.709,80.709,72.376,93.398,68.634,81.415,0.6255,0.3745,1.0,0.0,0.0,450.0,0.45,0.7066666666666667,-0.2415608205330089,1.0,0.0,0.0,28.0,-0.8736588950901031
scenario_00047,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,42.0,58.0,16.0,16.0,-16.0,-1,profile_0070,0.62,0.7,0.8,False,True,0.7,0.8,False,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,12,3,28.0,74.782,88.273,100.0,71.612,82.106,81.874,83.108,47.417,53.225,49.238,38.446,40.411,49.096,46.305,51.205,58.28,52.24,81.155,45.14,58.476,57.749,75.853,90.811,83.565,56.133,78.842,71.636,76.14,84.667,88.709,80.709,72.376,93.398,68.634,81.415,0.6255,0.3745,1.0,0.0,0.0,42.0,0.042,0.7066666666666667,-0.2415608205330089,0.0,1.0,0.0,28.0,-0.8736588950901031
scenario_00048,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,450.0,520.0,70.0,70.0,70.0,1,profile_0070,0.62,0.7,0.8,False,True,0.7,0.6,False,False,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,12,4,28.0,74.782,88.273,100.0,71.612,82.106,81.874,83.108,47.417,53.225,49.238,38.446,40.411,49.096,46.305,51.205,58.28,52.24,81.155,45.14,58.476,57.749,75.853,90.811,83.565,56.133,78.842,71.636,76.14,84.667,88.709,80.709,72.376,93.398,68.634,81.415,0.6255,0.3745,1.0,0.0,0.0,450.0,0.45,0.7066666666666667,-0.2415608205330089,0.0,0.0,1.0,28.0,-0.8736588950901031
scenario_00049,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,123.0,150.0,27.0,27.0,-27.0,-1,profile_0071,0.62,0.7,0.8,False,True,0.0,0.0,True,True,0.7,0.6,False,False,False,False,profile_panel_repeated_attacked_leaves,13,1,65.0,62.161,26.523,54.295,50.901,68.146,57.776,53.3,15.768,36.485,26.797,18.567,26.087,4.979,21.447,20.632,7.36,35.165,24.071,24.464,27.484,23.196,48.192,54.153,60.9,52.086,35.72,51.129,50.363,56.056,44.952,53.491,38.358,51.929,52.99,49.629,0.5109,0.4891,0.0,0.0,1.0,123.0,0.123,0.7066666666666667,-0.2415608205330089,0.0,0.0,0.0,65.0,1.4468995484370912
scenario_00050,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,450.0,520.0,70.0,70.0,-70.0,-1,profile_0071,0.62,0.7,0.8,False,True,0.7,0.6,False,False,0.8,0.9,False,True,False,False,profile_panel_repeated_attacked_leaves,13,2,65.0,62.161,26.523,54.295,50.901,68.146,57.776,53.3,15.768,36.485,26.797,18.567,26.087,4.979,21.447,20.632,7.36,35.165,24.071,24.464,27.484,23.196,48.192,54.153,60.9,52.086,35.72,51.129,50.363,56.056,44.952,53.491,38.358,51.929,52.99,49.629,0.5109,0.4891,0.0,0.0,1.0,450.0,0.45,0.7066666666666667,-0.2415608205330089,1.0,0.0,0.0,65.0,1.4468995484370912
scenario_00051,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,289.0,72.0,72.0,-72.0,-1,profile_0071,0.62,0.7,0.8,False,False,0.0,0.0,True,True,0.8,0.7,False,True,False,False,profile_panel_repeated_attacked_leaves,13,3,65.0,62.161,26.523,54.295,50.901,68.146,57.776,53.3,15.768,36.485,26.797,18.567,26.087,4.979,21.447,20.632,7.36,35.165,24.071,24.464,27.484,23.196,48.192,54.153,60.9,52.086,35.72,51.129,50.363,56.056,44.952,53.491,38.358,51.929,52.99,49.629,0.5109,0.4891,0.0,0.0,1.0,217.0,0.217,0.7066666666666667,-0.2415608205330089,0.0,1.0,0.0,65.0,1.4468995484370912
scenario_00052,Issue_Position_Taxonomy > Defense_and_National_Security > Strategic_Autonomy_Support,Defense_and_National_Security,Strategic_Autonomy_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,217.0,250.0,33.0,33.0,33.0,1,profile_0071,0.62,0.5,0.6,True,True,0.8,0.7,False,True,0.8,0.7,False,False,False,False,profile_panel_repeated_attacked_leaves,13,4,65.0,62.161,26.523,54.295,50.901,68.146,57.776,53.3,15.768,36.485,26.797,18.567,26.087,4.979,21.447,20.632,7.36,35.165,24.071,24.464,27.484,23.196,48.192,54.153,60.9,52.086,35.72,51.129,50.363,56.056,44.952,53.491,38.358,51.929,52.99,49.629,0.5109,0.4891,0.0,0.0,1.0,217.0,0.217,0.5733333333333334,-3.823556305730565,0.0,0.0,1.0,65.0,1.4468995484370912
scenario_00053,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,Defense_and_National_Security,Alliance_Commitment_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,687.0,650.0,-37.0,37.0,37.0,-1,profile_0096,0.62,0.7,0.8,False,True,0.8,0.9,False,True,0.8,0.7,False,False,False,False,profile_panel_repeated_attacked_leaves,14,1,38.0,30.389,18.791,21.87,23.141,13.401,22.29,21.647,66.952,58.722,92.251,66.104,73.32,67.307,70.776,59.005,54.647,52.705,68.413,57.867,41.228,55.644,3.19,22.232,2.43,2.744,0.0,0.0,5.099,85.485,80.249,85.37,89.565,91.953,76.496,84.853,0.2162,0.7838,0.0,1.0,0.0,687.0,0.687,0.7066666666666667,-0.2415608205330089,0.0,0.0,0.0,38.0,-0.2464809373800506
scenario_00054,Issue_Position_Taxonomy > Defense_and_National_Security > Civil_Defense_Preparedness_Support,Defense_and_National_Security,Civil_Defense_Preparedness_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,423.0,450.0,27.0,27.0,-27.0,-1,profile_0096,0.62,0.7,0.8,False,True,0.8,0.7,False,True,0.8,0.9,False,False,False,False,profile_panel_repeated_attacked_leaves,14,2,38.0,30.389,18.791,21.87,23.141,13.401,22.29,21.647,66.952,58.722,92.251,66.104,73.32,67.307,70.776,59.005,54.647,52.705,68.413,57.867,41.228,55.644,3.19,22.232,2.43,2.744,0.0,0.0,5.099,85.485,80.249,85.37,89.565,91.953,76.496,84.853,0.2162,0.7838,0.0,1.0,0.0,423.0,0.423,0.7066666666666667,-0.2415608205330089,1.0,0.0,0.0,38.0,-0.2464809373800506
scenario_00055,Issue_Position_Taxonomy > Defense_and_National_Security > Domestic_Security_Powers_Expansion_Support,Defense_and_National_Security,Domestic_Security_Powers_Expansion_Support,1,ATTACK_VECTORS > Social_Media_Misinformation > Misleading_Narrative_Framing,312.0,350.0,38.0,38.0,-38.0,-1,profile_0096,0.62,0.7,0.8,False,True,0.7,0.6,False,True,0.8,0.7,False,False,False,False,profile_panel_repeated_attacked_leaves,14,3,38.0,30.389,18.791,21.87,23.141,13.401,22.29,21.647,66.952,58.722,92.251,66.104,73.32,67.307,70.776,59.005,54.647,52.705,68.413,57.867,41.228,55.644,3.19,22.232,2.43,2.744,0.0,0.0,5.099,85.485,80.249,85.37,89.565,91.953,76.496,84.853,0.2162,0.7838,0.0,1.0,0.0,312.0,0.312,0.7066666666666667,-0.2415608205330089,0.0,1.0,0.0,38.0,-0.2464809373800506
